feature,cell_type,overweight_vs_normal_mean,overweight_vs_normal_hdi_low,overweight_vs_normal_hdi_high,overweight_vs_normal_prob_positive,overweight_vs_normal_prob_sig,obese_vs_normal_mean,obese_vs_normal_hdi_low,obese_vs_normal_hdi_high,obese_vs_normal_prob_positive,obese_vs_normal_prob_sig,obese_vs_overweight_mean,obese_vs_overweight_hdi_low,obese_vs_overweight_hdi_high,obese_vs_overweight_prob_positive,obese_vs_overweight_prob_sig,overweight_prob_gt_0.1,overweight_prob_gt_0.2,overweight_prob_gt_0.3,overweight_prob_gt_0.5,obese_prob_gt_0.1,obese_prob_gt_0.2,obese_prob_gt_0.3,obese_prob_gt_0.5,obese_vs_overweight_prob_gt_0.1,obese_vs_overweight_prob_gt_0.2,obese_vs_overweight_prob_gt_0.3,obese_vs_overweight_prob_gt_0.5,overweight_evidence_medium,overweight_evidence_large,obese_evidence_medium,obese_evidence_large,obese_vs_overweight_evidence_medium,obese_vs_overweight_evidence_large,overweight_credible,obese_credible,obese_vs_overweight_credible,overweight_direction,obese_direction,obese_vs_overweight_direction,overweight_credible_rope,obese_credible_rope,obese_vs_overweight_credible_rope
MONOCYTE_NON_CLASSICAL||Type_I_IFN_Response_Signature,MONOCYTE NON CLASSICAL,0.04,-0.106,0.172,0.75125,0.2105,-0.078,-0.281,0.089,0.183875,0.3715,-0.118,-0.327,0.085,0.112625,0.576875,0.2105,0.0105,0.000375,0.0,0.3715,0.097625,0.022,0.001125,0.576875,0.196375,0.04675,0.001375,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
NK_CELLS||Adipokine_Signaling_Signature,NK CELLS,0.149,0.079,0.216,0.999,0.93425,-0.073,-0.16,0.023,0.052375,0.251375,-0.222,-0.318,-0.108,0.000625,0.9855,0.93425,0.062,0.00125,0.0,0.251375,0.0055,0.000125,0.0,0.9855,0.682375,0.06,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Angiogenesis_Regulation_Signature,NK CELLS,0.143,0.072,0.213,0.998625,0.901625,-0.073,-0.162,0.02,0.052125,0.26075,-0.216,-0.321,-0.106,0.001375,0.977,0.901625,0.042,0.0005,0.0,0.26075,0.006125,0.0,0.0,0.977,0.648,0.05125,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Cell_Proliferation_Signature,NK CELLS,0.157,0.089,0.239,0.999875,0.9585,-0.085,-0.178,0.013,0.02575,0.328,-0.242,-0.36,-0.139,0.0,0.995375,0.9585,0.1095,0.002875,0.0,0.328,0.02025,0.00075,0.0,0.995375,0.79325,0.132875,0.00025,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Complement_Activation_Signature,NK CELLS,0.15,0.082,0.222,0.999625,0.93575,-0.084,-0.182,0.014,0.032625,0.326875,-0.234,-0.342,-0.122,0.0,0.992625,0.93575,0.07,0.00175,0.0,0.326875,0.019625,0.00125,0.0,0.992625,0.7485,0.102375,0.00025,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||DNA_Repair_Signature,NK CELLS,0.156,0.09,0.235,0.999875,0.9575,-0.086,-0.184,0.005,0.02325,0.339125,-0.242,-0.354,-0.138,0.0,0.9955,0.9575,0.099375,0.003,0.0,0.339125,0.020625,0.0005,0.0,0.9955,0.7935,0.13,0.00025,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Degranulation_Signature,NK CELLS,0.149,0.08,0.218,1.0,0.9305,-0.075,-0.169,0.018,0.047125,0.2685,-0.223,-0.325,-0.114,0.0005,0.988375,0.9305,0.06,0.0005,0.0,0.2685,0.007875,0.00025,0.0,0.988375,0.690875,0.06575,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||ER_Stress_Response_Signature,NK CELLS,0.144,0.072,0.214,0.998875,0.90875,-0.082,-0.177,0.012,0.0315,0.313,-0.227,-0.34,-0.117,0.000375,0.98925,0.90875,0.04775,0.00025,0.0,0.313,0.019125,0.0005,0.0,0.98925,0.70125,0.081875,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Epigenetic_Silencing_Signature,NK CELLS,0.15,0.078,0.221,0.999375,0.934,-0.078,-0.17,0.012,0.033875,0.28775,-0.229,-0.342,-0.127,0.0,0.989375,0.934,0.070375,0.001,0.0,0.28775,0.01175,0.00025,0.0,0.989375,0.720625,0.084375,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Fatty_Acid_Oxidation_Signature,NK CELLS,0.155,0.087,0.229,1.0,0.9575,-0.074,-0.162,0.018,0.051125,0.26775,-0.229,-0.337,-0.121,0.000375,0.989125,0.9575,0.09775,0.001875,0.0,0.26775,0.005875,0.00025,0.0,0.989125,0.726,0.089375,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Hedgehog_Signaling_Signature,NK CELLS,0.142,0.067,0.212,0.998125,0.89475,-0.071,-0.162,0.025,0.06275,0.249375,-0.213,-0.318,-0.101,0.001,0.972625,0.89475,0.0405,0.0,0.0,0.249375,0.0055,0.000125,0.0,0.972625,0.6275,0.0455,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Hypoxia_Response_Signature,NK CELLS,0.144,0.073,0.211,0.999375,0.902875,-0.07,-0.163,0.026,0.0675,0.24075,-0.213,-0.32,-0.102,0.0015,0.972375,0.902875,0.04275,0.00025,0.0,0.24075,0.00525,0.00025,0.0,0.972375,0.61725,0.045625,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Immunosenescence_Signature,NK CELLS,0.143,0.067,0.209,0.998625,0.897875,-0.063,-0.162,0.035,0.0955,0.213375,-0.206,-0.321,-0.091,0.00325,0.96025,0.897875,0.04275,0.000375,0.0,0.213375,0.002875,0.0,0.0,0.96025,0.580625,0.036625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Inhibitory_Receptor_Signature,NK CELLS,0.142,0.072,0.213,0.99775,0.899,-0.07,-0.159,0.029,0.060875,0.246875,-0.213,-0.319,-0.105,0.001625,0.9725,0.899,0.0395,0.00025,0.0,0.246875,0.006125,0.000125,0.0,0.9725,0.618625,0.042625,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||KIR_Signaling_Signature,NK CELLS,0.147,0.075,0.218,0.99975,0.921,-0.077,-0.168,0.016,0.0425,0.28125,-0.224,-0.325,-0.113,0.0005,0.987375,0.921,0.058875,0.0005,0.0,0.28125,0.011125,0.000625,0.0,0.987375,0.69025,0.068625,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Lipid_Metabolism_Signature,NK CELLS,0.16,0.09,0.242,1.0,0.966,-0.076,-0.178,0.012,0.045,0.279875,-0.236,-0.355,-0.125,0.0,0.991875,0.966,0.127375,0.00575,0.0,0.279875,0.01,0.00025,0.0,0.991875,0.763125,0.115125,0.0005,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Lipid_Peroxidation_Signature,NK CELLS,0.141,0.067,0.211,0.99825,0.890375,-0.073,-0.167,0.02,0.054625,0.2555,-0.214,-0.32,-0.105,0.001,0.975375,0.890375,0.035,0.00025,0.0,0.2555,0.007125,0.00025,0.0,0.975375,0.623125,0.046,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Microbiome_Response_Signature,NK CELLS,0.139,0.062,0.208,0.99675,0.8825,-0.078,-0.177,0.012,0.041375,0.2845,-0.217,-0.322,-0.104,0.001,0.978625,0.8825,0.02875,0.000125,0.0,0.2845,0.0115,0.000375,0.0,0.978625,0.64425,0.05575,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Migration_Signature,NK CELLS,0.142,0.071,0.213,0.998,0.8945,-0.075,-0.161,0.021,0.047375,0.268375,-0.216,-0.325,-0.114,0.000625,0.979125,0.8945,0.036375,0.0,0.0,0.268375,0.007625,0.00025,0.0,0.979125,0.645875,0.049125,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Mitochondrial_Function_Signature,NK CELLS,0.155,0.086,0.229,1.0,0.9525,-0.077,-0.171,0.015,0.044,0.2795,-0.232,-0.343,-0.124,0.000125,0.99125,0.9525,0.097875,0.00125,0.0,0.2795,0.009,0.00025,0.0,0.99125,0.7365,0.097,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||NCR_Signature,NK CELLS,0.145,0.076,0.218,0.9995,0.912625,-0.069,-0.162,0.029,0.0705,0.241,-0.214,-0.321,-0.1,0.0015,0.97225,0.912625,0.049125,0.000375,0.0,0.241,0.00475,0.000125,0.0,0.97225,0.630375,0.05,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||NK_Cell_Exhaustion_Signature,NK CELLS,0.138,0.061,0.206,0.996125,0.874125,-0.068,-0.163,0.027,0.072875,0.23125,-0.206,-0.315,-0.088,0.002875,0.959125,0.874125,0.0275,0.00025,0.0,0.23125,0.005125,0.000125,0.0,0.959125,0.58325,0.03275,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Notch_Signaling_Signature,NK CELLS,0.149,0.078,0.219,0.999625,0.934625,-0.081,-0.181,0.01,0.03725,0.309875,-0.23,-0.339,-0.123,0.000375,0.990375,0.934625,0.06625,0.0005,0.0,0.309875,0.013125,0.000625,0.0,0.990375,0.728375,0.091375,0.000625,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||PI3K_AKT_Signaling_Signature,NK CELLS,0.152,0.08,0.223,0.999625,0.944375,-0.082,-0.181,0.005,0.030625,0.317875,-0.234,-0.349,-0.129,0.0,0.99075,0.944375,0.075375,0.00125,0.0,0.317875,0.015125,0.001,0.0,0.99075,0.752125,0.106375,0.000375,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||TGF_Beta_Signaling_Signature,NK CELLS,0.146,0.075,0.214,0.99925,0.921375,-0.078,-0.171,0.017,0.039125,0.292,-0.225,-0.327,-0.112,0.00025,0.987375,0.921375,0.052,0.000625,0.0,0.292,0.010875,0.000375,0.0,0.987375,0.693625,0.072875,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Tissue_Residency_Signature,NK CELLS,0.142,0.07,0.21,0.99875,0.89125,-0.077,-0.167,0.012,0.041125,0.279375,-0.219,-0.319,-0.114,0.000875,0.983625,0.89125,0.038,0.0,0.0,0.279375,0.010375,0.000375,0.0,0.983625,0.659625,0.053125,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Wnt_Signaling_Signature,NK CELLS,0.146,0.072,0.216,0.999,0.915375,-0.076,-0.169,0.017,0.0425,0.275375,-0.223,-0.332,-0.114,0.00025,0.984625,0.915375,0.054,0.00025,0.0,0.275375,0.00875,0.00025,0.0,0.984625,0.6825,0.066625,0.0,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
NK_CELLS||Wound_Healing_Support_Signature,NK CELLS,0.147,0.08,0.218,0.9995,0.92,-0.072,-0.164,0.022,0.054375,0.25575,-0.219,-0.327,-0.111,0.000375,0.97925,0.92,0.051875,0.0005,0.0,0.25575,0.005625,0.000125,0.0,0.97925,0.663125,0.05725,0.000125,Negligible,Negligible,Negligible,Negligible,Weak,Negligible,True,False,True,up,none,down,False,False,False
PDC||Angiogenesis_Regulation_Signature,PDC,0.017,-0.056,0.095,0.70575,0.023375,-0.014,-0.112,0.077,0.34725,0.0465,-0.032,-0.139,0.082,0.2535,0.10525,0.023375,0.00025,0.000125,0.0,0.0465,0.001125,0.0,0.0,0.10525,0.00475,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Anti_Apoptotic_Signature,PDC,0.015,-0.06,0.093,0.68325,0.019875,-0.025,-0.119,0.077,0.2885,0.063875,-0.04,-0.153,0.077,0.22125,0.13575,0.019875,0.00025,0.0,0.0,0.063875,0.003,0.0,0.0,0.13575,0.007625,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Antigen_Processing_Signature,PDC,0.017,-0.057,0.094,0.70325,0.0245,-0.024,-0.12,0.067,0.289,0.056875,-0.041,-0.154,0.072,0.209625,0.13475,0.0245,0.000125,0.0,0.0,0.056875,0.002875,0.00025,0.0,0.13475,0.007125,0.000375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Cellular_Stress_Response_Signature,PDC,0.014,-0.066,0.091,0.6855,0.023375,-0.021,-0.114,0.073,0.30375,0.052375,-0.035,-0.146,0.079,0.233625,0.122875,0.023375,0.000625,0.0,0.0,0.052375,0.001375,0.0,0.0,0.122875,0.0035,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Complement_Activation_Signature,PDC,0.023,-0.051,0.101,0.751875,0.034875,-0.026,-0.126,0.064,0.278625,0.06475,-0.049,-0.162,0.063,0.172875,0.171,0.034875,0.00075,0.0,0.0,0.06475,0.003125,0.0,0.0,0.171,0.011625,0.0005,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||CpG_Response_Signature,PDC,0.006,-0.078,0.083,0.610625,0.024,-0.03,-0.131,0.065,0.257,0.0775,-0.035,-0.151,0.088,0.250125,0.131,0.024,0.000875,0.0,0.0,0.0775,0.00375,0.0005,0.0,0.131,0.008625,0.000625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Cytokine_Production_Signature,PDC,0.005,-0.078,0.078,0.60625,0.02275,-0.018,-0.114,0.08,0.325875,0.05275,-0.023,-0.132,0.099,0.31525,0.096375,0.02275,0.001125,0.0,0.0,0.05275,0.001625,0.0,0.0,0.096375,0.00475,0.00025,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||ER_Stress_Response_Signature,PDC,0.014,-0.068,0.087,0.678375,0.022125,-0.022,-0.125,0.064,0.297875,0.05775,-0.037,-0.152,0.074,0.23375,0.124375,0.022125,0.000125,0.0,0.0,0.05775,0.0015,0.000125,0.0,0.124375,0.00525,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Endosomal_TLR_Signature,PDC,0.022,-0.05,0.105,0.73675,0.034625,-0.022,-0.116,0.074,0.299,0.055875,-0.044,-0.161,0.066,0.200375,0.148875,0.034625,0.0005,0.0,0.0,0.055875,0.002375,0.0,0.0,0.148875,0.009875,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Glutamine_Metabolism_Signature,PDC,0.014,-0.059,0.092,0.68175,0.021,-0.023,-0.116,0.07,0.290625,0.055375,-0.037,-0.153,0.068,0.2225,0.12225,0.021,0.000125,0.0,0.0,0.055375,0.0015,0.0,0.0,0.12225,0.004625,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Hypoxia_Response_Signature,PDC,0.011,-0.071,0.085,0.651125,0.021875,-0.011,-0.109,0.082,0.37575,0.04225,-0.022,-0.125,0.102,0.313375,0.09325,0.021875,0.00075,0.0,0.0,0.04225,0.00075,0.0,0.0,0.09325,0.002125,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Immunosenescence_Signature,PDC,0.021,-0.056,0.1,0.741,0.034,-0.01,-0.094,0.097,0.373125,0.044,-0.032,-0.14,0.088,0.2575,0.113125,0.034,0.00075,0.0,0.0,0.044,0.001625,0.000125,0.0,0.113125,0.004125,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Insulin_Resistance_Signaling_Signature,PDC,0.021,-0.053,0.101,0.7295,0.030375,-0.019,-0.113,0.078,0.322,0.0545,-0.039,-0.158,0.071,0.2175,0.135,0.030375,0.00075,0.000125,0.0,0.0545,0.00075,0.0,0.0,0.135,0.00625,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Interferon_Exhaustion_Signature,PDC,0.015,-0.058,0.09,0.681375,0.0215,-0.019,-0.105,0.081,0.313,0.049125,-0.034,-0.139,0.083,0.245875,0.11375,0.0215,0.0,0.0,0.0,0.049125,0.001375,0.000125,0.0,0.11375,0.003125,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Iron_Metabolism_Signature,PDC,0.024,-0.049,0.11,0.753625,0.037375,-0.018,-0.112,0.076,0.322,0.046125,-0.042,-0.154,0.071,0.207625,0.145125,0.037375,0.001,0.0,0.0,0.046125,0.00125,0.0,0.0,0.145125,0.0065,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Lipid_Antigen_Processing_Signature,PDC,0.021,-0.058,0.098,0.733625,0.030875,-0.011,-0.101,0.09,0.37775,0.044125,-0.032,-0.146,0.087,0.266625,0.119,0.030875,0.000625,0.0,0.0,0.044125,0.001,0.0,0.0,0.119,0.003875,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Lipid_Metabolism_Signature,PDC,0.036,-0.037,0.136,0.815625,0.082125,-0.018,-0.117,0.074,0.324375,0.05275,-0.054,-0.182,0.061,0.16225,0.203,0.082125,0.00475,0.000125,0.0,0.05275,0.001625,0.0,0.0,0.203,0.01775,0.0005,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Microbiome_Response_Signature,PDC,0.009,-0.069,0.085,0.637,0.0195,-0.019,-0.109,0.082,0.31625,0.053,-0.029,-0.141,0.085,0.28275,0.108375,0.0195,0.000125,0.0,0.0,0.053,0.0015,0.0,0.0,0.108375,0.00375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Migration_Signature,PDC,0.022,-0.052,0.104,0.73075,0.0335,-0.02,-0.113,0.077,0.31625,0.0515,-0.041,-0.155,0.068,0.21025,0.141875,0.0335,0.000375,0.0,0.0,0.0515,0.0025,0.0,0.0,0.141875,0.007875,0.0005,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||OXPHOS_Metabolism_Signature,PDC,0.033,-0.048,0.123,0.809375,0.068625,-0.019,-0.115,0.072,0.31875,0.051625,-0.052,-0.174,0.064,0.163875,0.182875,0.068625,0.002625,0.0,0.0,0.051625,0.0015,0.0,0.0,0.182875,0.014875,0.0005,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Plasmacytoid_Identity_Signature,PDC,0.011,-0.073,0.083,0.65,0.0215,-0.016,-0.104,0.081,0.337,0.043125,-0.026,-0.133,0.091,0.288,0.10475,0.0215,0.000125,0.0,0.0,0.043125,0.001375,0.0,0.0,0.10475,0.003375,0.00025,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||TLR_Signaling_Signature,PDC,0.02,-0.057,0.098,0.7275,0.028,-0.027,-0.127,0.065,0.2735,0.06925,-0.047,-0.16,0.067,0.181875,0.15875,0.028,0.000875,0.0,0.0,0.06925,0.0035,0.0,0.0,0.15875,0.0095,0.000625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Tolerance_Signature,PDC,0.009,-0.072,0.082,0.63225,0.02075,-0.015,-0.107,0.082,0.34525,0.04525,-0.024,-0.132,0.097,0.304625,0.097375,0.02075,0.00025,0.0,0.0,0.04525,0.00125,0.0,0.0,0.097375,0.00325,0.000125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||TypeI_IFN_Response_Signature,PDC,0.003,-0.085,0.076,0.585125,0.026625,-0.028,-0.124,0.067,0.26125,0.07075,-0.032,-0.144,0.088,0.266125,0.120125,0.026625,0.000625,0.0,0.0,0.07075,0.002875,0.00025,0.0,0.120125,0.004125,0.000375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Viral_Response_Signature,PDC,0.009,-0.071,0.084,0.639,0.01775,-0.025,-0.121,0.064,0.283,0.058625,-0.034,-0.14,0.084,0.25125,0.118125,0.01775,0.00025,0.0,0.0,0.058625,0.00225,0.0,0.0,0.118125,0.005,0.000375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
PDC||Wound_Healing_Support_Signature,PDC,0.02,-0.053,0.099,0.71925,0.02725,-0.014,-0.099,0.087,0.347125,0.0395,-0.033,-0.147,0.074,0.245375,0.115,0.02725,0.000125,0.0,0.0,0.0395,0.0005,0.0,0.0,0.115,0.003375,0.0,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
TAM||Adipokine_Signaling_Signature,TAM,-0.087,-0.188,0.018,0.048625,0.39925,-0.136,-0.257,-0.02,0.019375,0.7495,-0.049,-0.191,0.095,0.22775,0.2405,0.39925,0.012625,0.000125,0.0,0.7495,0.128125,0.0045,0.0,0.2405,0.024,0.001625,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||Angiogenic_Support_Signature,TAM,-0.089,-0.182,0.011,0.040375,0.417375,-0.139,-0.261,-0.018,0.015625,0.76775,-0.05,-0.203,0.086,0.22725,0.241,0.417375,0.012,0.000125,0.0,0.76775,0.14175,0.00675,0.0,0.241,0.024875,0.00125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||Chemokine_Production_Signature,TAM,-0.113,-0.221,-0.016,0.007875,0.5685,-0.13,-0.249,-0.006,0.0265,0.726125,-0.017,-0.154,0.137,0.377125,0.176125,0.5685,0.056625,0.00375,0.0,0.726125,0.11225,0.003875,0.0,0.176125,0.012625,0.001,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||Complement_Regulation_Signature,TAM,-0.083,-0.185,0.019,0.05675,0.371,-0.15,-0.277,-0.033,0.008875,0.811125,-0.068,-0.218,0.074,0.16,0.3065,0.371,0.007875,0.0,0.0,0.811125,0.186375,0.015875,0.000125,0.3065,0.04275,0.00375,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||ECM_Remodeling_Signature,TAM,-0.103,-0.204,-0.007,0.017375,0.500875,-0.141,-0.259,-0.021,0.013875,0.773,-0.038,-0.18,0.103,0.274125,0.198375,0.500875,0.03275,0.001125,0.0,0.773,0.149875,0.00875,0.0,0.198375,0.01525,0.000625,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||Inflammatory_Resolution_Signature,TAM,-0.095,-0.205,-0.006,0.028375,0.448875,-0.135,-0.249,-0.01,0.019875,0.747875,-0.04,-0.183,0.099,0.26,0.209875,0.448875,0.021375,0.000375,0.0,0.747875,0.125375,0.00425,0.0,0.209875,0.01325,0.000875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||Insulin_Resistance_Signaling_Signature,TAM,-0.107,-0.212,-0.009,0.012625,0.5325,-0.149,-0.273,-0.037,0.0085,0.814125,-0.042,-0.187,0.1,0.256875,0.215625,0.5325,0.0455,0.002125,0.0,0.814125,0.181125,0.0125,0.000125,0.215625,0.017625,0.00075,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||Iron_Handling_Signature,TAM,-0.094,-0.189,0.01,0.032,0.447875,-0.142,-0.253,-0.019,0.011625,0.784,-0.048,-0.189,0.088,0.227375,0.232375,0.447875,0.02025,0.000625,0.0,0.784,0.1475,0.009,0.0,0.232375,0.01925,0.001125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||Lysosomal_Function_Signature,TAM,-0.104,-0.208,-0.007,0.016375,0.51125,-0.144,-0.276,-0.032,0.01175,0.788125,-0.041,-0.183,0.113,0.26925,0.22425,0.51125,0.036625,0.0015,0.0,0.788125,0.1615,0.01075,0.000125,0.22425,0.020375,0.000875,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||M2_Polarization_Signature,TAM,-0.064,-0.163,0.064,0.131125,0.290125,-0.143,-0.266,-0.026,0.011625,0.779125,-0.079,-0.247,0.06,0.135125,0.372875,0.290125,0.002375,0.0,0.0,0.779125,0.15925,0.00825,0.000125,0.372875,0.0655,0.007375,0.000125,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||Oxidative_Stress_Defense_Signature,TAM,-0.081,-0.176,0.032,0.0655,0.36625,-0.148,-0.269,-0.023,0.00825,0.802875,-0.067,-0.21,0.073,0.15675,0.30475,0.36625,0.00875,0.000125,0.0,0.802875,0.172125,0.016125,0.000125,0.30475,0.0375,0.004,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,True,False,none,down,none,False,False,False
TAM||Phagocytic_Activity_Signature,TAM,-0.105,-0.203,-0.006,0.012875,0.512,-0.142,-0.263,-0.021,0.0135,0.783,-0.037,-0.175,0.113,0.27625,0.2085,0.512,0.035625,0.00175,0.0,0.783,0.1465,0.0095,0.000125,0.2085,0.017,0.00125,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,True,True,False,down,down,none,False,False,False
TAM||Tissue_Repair_Signature,TAM,-0.094,-0.191,0.003,0.02975,0.445125,-0.126,-0.249,0.001,0.0335,0.697875,-0.032,-0.17,0.118,0.306,0.196625,0.445125,0.018875,0.000875,0.0,0.697875,0.098625,0.002375,0.0,0.196625,0.013,0.000375,0.0,Negligible,Negligible,Negligible,Negligible,Negligible,Negligible,False,False,False,none,none,none,False,False,False
